000,001,008,035$a,040$a,040$b,040$c,040$e,191$a,491$a,591$w,591$a,670$a
00347cz  a2200121   4500,XX170,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX170,AIAS,,,,Jimeri / Tyimede (West Arnhem Land NT SD53-01),Tyimede (West Arnhem Land NT SD53-01),g,Alligator River map area (Arnhem Land NT SD53-01),
00366cz  a2200121   4500,XX171,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX171,AIAS,,,,Kudjumarndi / Tin Camp Creek (West Arnhem Land NT SD53-01),Tin Camp Creek (West Arnhem Land NT SD53-01),g,Alligator River map area (Arnhem Land NT SD53-01),
00407cz  a2200133   4500,XX172,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX172,AIAS,,,,Mikginj / Mikinj (West Arnhem Land NT SD53-01),Mikinj (West Arnhem Land NT SD53-01);Mikginj Valley (West Arnhem Land NT SD53-01),g,Alligator River map area (Arnhem Land NT SD53-01),
00287cz  a2200109   4500,XX173,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX173,AIAS,,,,Myra Falls (West Arnhem Land NT SD53-01),,g,Alligator River map area (Arnhem Land NT SD53-01),
00284cz  a2200109   4500,XX174,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX174,AIAS,,,,Nimbuwa (West Arnhem Land NT SD53-01),,g,Alligator River map area (Arnhem Land NT SD53-01),
00288cz  a2200109   4500,XX175,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX175,AIAS,,,,Spring Peak (West Arnhem Land NT SD53-01),,g,Alligator River map area (Arnhem Land NT SD53-01),
00290cz  a2200109   4500,XX176,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX176,AIAS,,,,"Milingimbi / Junction Bay map area (Central Arnhem Land NT SD53-02, SC53-14)",,g,Arnhem Land (NT),
00317cz  a2200109   4500,XX177,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX177,AIAS,,,,Anadjambilpa (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00314cz  a2200109   4500,XX178,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX178,AIAS,,,,Anagrurka (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00324cz  a2200109   4500,XX179,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX179,AIAS,,,,Angerka-abaradjinga (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00318cz  a2200109   4500,XX180,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX180,AIAS,,,,Anggurwuripia (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00316cz  a2200109   4500,XX181,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX181,AIAS,,,,Anutgadjera (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00329cz  a2200109   4500,XX182,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX182,AIAS,,,,Arafura Wetlands / Swamp (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00314cz  a2200109   4500,XX183,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX183,AIAS,,,,Balpildja (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00312cz  a2200109   4500,XX184,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX184,AIAS,,,,Banalka (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00310cz  a2200109   4500,XX185,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX185,AIAS,,,,Barni (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00318cz  a2200109   4500,XX186,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX186,AIAS,,,,Barridjowgeng (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00312cz  a2200109   4500,XX187,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX187,AIAS,,,,Birriba (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00316cz  a2200109   4500,XX188,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX188,AIAS,,,,Blyth River (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00314cz  a2200109   4500,XX189,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX189,AIAS,,,,Borlkdjam (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00313cz  a2200109   4500,XX190,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX190,AIAS,,,,Botgardi (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00311cz  a2200109   4500,XX191,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX191,AIAS,,,,Bulgai (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00312cz  a2200109   4500,XX192,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX192,AIAS,,,,Bulmula (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00374cz  a2200121   4500,XX193,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX193,AIAS,,,,Buluhkaduru (Central Arnhem Land SD53-02),Bulugardaru (Central Arnhem Land SD53-02),g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00311cz  a2200109   4500,XX194,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX194,AIAS,,,,Bunbua (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00318cz  a2200109   4500,XX195,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX195,AIAS,,,,Buthya Island (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00317cz  a2200109   4500,XX196,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX196,AIAS,,,,Cadell River (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00377cz  a2200121   4500,XX197,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX197,AIAS,,,,Cape Stewart (Central Arnhem Land SC53-14),"Stewart, Cape (Central Arnhem Land SC53-14)",g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00322cz  a2200109   4500,XX198,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX198,AIAS,,,,Cuthbertson Falls (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00311cz  a2200109   4500,XX199,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX199,AIAS,,,,Dabila (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00317cz  a2200109   4500,XX200,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX200,AIAS,,,,Dai-Ay-Iripa (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00309cz  a2200109   4500,XX201,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX201,AIAS,,,,Dedi (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00313cz  a2200109   4500,XX202,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX202,AIAS,,,,Dilebang (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00316cz  a2200109   4500,XX203,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX203,AIAS,,,,Dipirringur (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00320cz  a2200109   4500,XX204,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX204,AIAS,,,,Djakaldjirrparr (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00317cz  a2200109   4500,XX205,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX205,AIAS,,,,Djaklawirrka (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00387cz  a2200121   4500,XX206,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX206,AIAS,,,,Djalknur / Dog Mountain (Central Arnhem Land SD53-02),Dog Mountain (Central Arnhem Land SD53-02),g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00313cz  a2200109   4500,XX207,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX207,AIAS,,,,Djamalna (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00319cz  a2200109   4500,XX208,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX208,AIAS,,,,Djapididjapman (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00312cz  a2200109   4500,XX209,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX209,AIAS,,,,Djunaka (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00315cz  a2200109   4500,XX210,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX210,AIAS,,,,Djunawunya (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00394cz  a2200121   4500,XX211,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX211,AIAS,,,,Djuta Point / Skirmish Point (Central Arnhem Land SC53-14),Skirmish Point (Central Arnhem Land SC53-14),g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00316cz  a2200109   4500,XX212,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX212,AIAS,,,,Duperdjadak (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00315cz  a2200109   4500,XX213,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX213,AIAS,,,,Gabilingun (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00370cz  a2200121   4500,XX214,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX214,AIAS,,,,Gadji / Gatji (Central Arnhem Land SD53-02),Gatji (Central Arnhem Land SD53-02),g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00373cz  a2200121   4500,XX215,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX215,AIAS,,,,Galadjapin (Central Arnhem Land SD53-02),Galawdjapin (Central Arnhem Land SD53-02),g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00311cz  a2200109   4500,XX216,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX216,AIAS,,,,Gamedi (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00318cz  a2200109   4500,XX217,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX217,AIAS,,,,Gatandjinyera (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00387cz  a2200121   4500,XX218,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX218,AIAS,eng,AIAS,,Gilirri (Central Arnhem Land SD53-02),Gilerri / Gilirri (Central Arnhem Land SD53-02),g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00316cz  a2200109   4500,XX219,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX219,AIAS,,,,Glyde River (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00390cz  a2200121   4500,XX220,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX220,AIAS,,,,Goomadeer / Gumadir River (Central Arnhem Land SD53-02),Gumadir River (Central Arnhem Land SD53-02),g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00320cz  a2200109   4500,XX221,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX221,AIAS,,,,Gorrong Gorrong (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00320cz  a2200109   4500,XX222,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX222,AIAS,,,,Godjandjinjirra (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00315cz  a2200109   4500,XX223,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX223,AIAS,,,,Gubalapala (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00311cz  a2200109   4500,XX224,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX224,AIAS,,,,Gubumi (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00314cz  a2200109   4500,XX225,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX225,AIAS,,,,Gudjangal (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00320cz  a2200109   4500,XX226,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX226,AIAS,,,,Gudjerama Creek (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00313cz  a2200109   4500,XX227,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX227,AIAS,,,,Gudjitmi (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00317cz  a2200109   4500,XX228,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX228,AIAS,,,,Gugodbabuldi (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00315cz  a2200109   4500,XX229,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX229,AIAS,,,,Gukapangga (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00316cz  a2200109   4500,XX230,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX230,AIAS,,,,Gunadjangga (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00316cz  a2200109   4500,XX231,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX231,AIAS,,,,Gunbatgarri (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00312cz  a2200109   4500,XX232,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX232,AIAS,,,,Gunorbu (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00387cz  a2200121   4500,XX233,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX233,AIAS,eng,AIAS,,Gupulul / Gopulul (Central Arnhem Land SD53-02),Gopulul (Central Arnhem Land SD53-02),g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00311cz  a2200109   4500,XX234,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX234,AIAS,,,,Gurror (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00310cz  a2200109   4500,XX235,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX235,AIAS,,,,Guyun (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00319cz  a2200109   4500,XX236,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX236,AIAS,,,,Havelock Falls (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00316cz  a2200109   4500,XX237,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX237,AIAS,,,,Ibitbillama (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00313cz  a2200109   4500,XX238,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX238,AIAS,,,,Imayirut (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00315cz  a2200109   4500,XX239,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX239,AIAS,,,,Inangandua (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00381cz  a2200121   4500,XX240,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX240,AIAS,,,,Jibalbal / Djibolbol (Central Arnhem Land SD53-02),Djibolbol (Central Arnhem Land SD53-02),g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00378cz  a2200121   4500,XX241,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX241,AIAS,,,,Jimarda / Djimarda (Central Arnhem Land SD53-02),Djimarda (Central Arnhem Land SD53-02),g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00484cz  a2200145   4500,XX243,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX243,AIAS,,,,Kopanga / Kupanga (Central Arnhem Land SD53-02),Kupanga (Central Arnhem Land SD53-02);Gubanga (Central Arnhem Land SD53-02);Gobanga (Central Arnhem Land SD53-02),g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00318cz  a2200109   4500,XX245,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX245,AIAS,,,,Kunmarrirnban (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00319cz  a2200109   4500,XX246,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX246,AIAS,,,,Lalargadjiripa (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00313cz  a2200109   4500,XX247,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX247,AIAS,,,,Langarra (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00320cz  a2200109   4500,XX248,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX248,AIAS,,,,Liverpool River (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00317cz  a2200109   4500,XX249,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX249,AIAS,,,,Madangadjira (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00313cz  a2200109   4500,XX250,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX250,AIAS,,,,Maganara (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00313cz  a2200109   4500,XX251,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX251,AIAS,,,,Maganbal (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00317cz  a2200109   4500,XX252,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX252,AIAS,,,,Malmiladjera (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00323cz  a2200109   4500,XX253,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX253,AIAS,,,,Manakudok-adjiripa (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00316cz  a2200109   4500,XX254,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX254,AIAS,,,,Manbulgardi (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00316cz  a2200109   4500,XX255,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX255,AIAS,,,,Mandapulpul (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00320cz  a2200109   4500,XX256,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX256,AIAS,,,,Mandjambilamira (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00319cz  a2200109   4500,XX257,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX257,AIAS,,,,Mangalgadjurmi (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00313cz  a2200109   4500,XX258,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX258,AIAS,,,,Mangalod (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00314cz  a2200109   4500,XX259,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX259,AIAS,,,,Manganama (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00318cz  a2200109   4500,XX260,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX260,AIAS,,,,Mangodbehgayo (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00329cz  a2200109   4500,XX261,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX261,AIAS,eng,AIAS,,Maningrida (Central Arnhem Land NT SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00312cz  a2200109   4500,XX262,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX262,AIAS,,,,Manmoyi (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00333cz  a2200109   4500,XX263,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX263,AIAS,,,,"Mann River (Central Arnhem Land SD53-02, SD53-05, SD53-06)",,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00317cz  a2200109   4500,XX264,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX264,AIAS,,,,Marrkolidban (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00311cz  a2200109   4500,XX265,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX265,AIAS,,,,Meliba (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00315cz  a2200109   4500,XX266,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX266,AIAS,,,,Miadjiripa (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00312cz  a2200109   4500,XX267,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX267,AIAS,,,,Midjuwi (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00316cz  a2200109   4500,XX268,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX268,AIAS,,,,Milerrirepi (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00314cz  a2200109   4500,XX269,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX269,AIAS,,,,Mimadawen (Central Arnhem Land SD53-02),,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
